Movie Name,Storyline
"Let's Eat Together, Aki and Haru 2",high school classmates akiyoshi junta fujishiro harutsugu go different universities share house quiet residential area fourth year university busy job hunt haru decide pursue career photographer secure position photo studio aki get job offer interior goods company celebratory takoyaki pie party friends yoneyama mugita azusa yukino aki receive email inform workplace osaka short time leave graduation time live together near end feel unease sadness hang create somewhat distant atmosphere one day harus sister rikka visit announce engagement hear story decide marry aki realize feelings haru beyond friendship however aki resolve confess feelings hand since learn akis transfer osaka haru visibly preoccupy leave house live four years end peaceful happy cohabitation lie ahead aki haru step professional live
Neshoma,neshoma set amsterdam world war ii one ten citys residents jewish seventeenyearold rusha live jewish quarter family older brother max emigrate dutch east indies indonesia letter max rusha recount daily life city create vivid image amsterdam interwar period perspective jewish community film begin shortly world war period full confidence future combination rushas letter archival footage create colorful portrait proud diamond cutters haggle traders flea market cabaret artists songs everyone sing along city officials like de miranda commit social house entrepreneurs behind warehouse de bijenkorf luxurious amstel hotel cinema tuschinski stories illustrate importance jewish community city initial optimism world war gradually test severe economic depression rise fascism lead occupation netherlands humor zest life lechajim provide comfort jews time adversity backdrop rusha grow young girl independent woman lovingly navigate ideas socialist father religious beliefs husband outbreak world war ii present impossible choice neshoma live longer also leave behind jewish soul amsterdam neshoma
Ink Wash,painter approach 40th birthday navigate breakup intense work assignment provide perspective personal life remind path forward require perseverance
Peaches Goes Bananas,merrill nisker trailblazing feminist queer icon musician know peach subject intimate documentary showcases concert relationship sister suri creative process stage
The Memory in My Heart,child psychologist discover connection heart transplant recipients recur nightmare shock crime lead confront killer seek justice victim
Switched at Death,follow selfcentered computer analyst move retirement home wifes grandmother uncover enterprise force save friends marriage without die
50 km/h,death father two brothers separate conflict relationship two meet funeral perfect opportunity face demons past
Spotlight International Film Festival: Best of the Festival - Volume 1,sean astin b sweeney michael muhney jessica roszko collide mix best short independent film since sundance checkout finest short film drama animation little bite thriller comedy
Love Child,young couple navigate challenge raise autistic son increasingly unforgiving world test love resilience
Tom Dustin: Portrait of a Comedian,follow comedian tom dustin key west feature standup performances friendship joe list explore depression alcohol comedy storytelling
What's Yours Is Mine,niece successful marry couple move move become obsess aunts husband stop nothing come
Killjoy: Terrify,secret society voodoo priestesses resurrect centuriesold chaos demon unleash hood prove cant keep good clown mischievous killjoy start play rule however women learn witchcraft cannot contain malevolent spirit unleash
Tacoma,leo alejandra attempt formulate groundbreaking serum help love ones battle personal demons threaten well drive ambition
The Karate Princess,inspire faithfamily movie tell story successful businesswoman return home take father dojo story relationships emotions internal struggle
Gingersnap Christmas,heartbroken fiancés death alesha reluctantly visit caribbean grandma organize charity event meet garrett odds bud romance festive spirit reignite aleshas holiday cheer
Blood Dried Hands,reluctant serial killer grapple base desire long death small town detective close trail stop kill spree deal trauma
Gunfighter Paradise,hunter return home north carolina mysterious green case follow death mother move back family home mind begin disintegrate stalk voice visions guide disquiet hand write riddle strange visitors complicate already splinter mind cable man mummify cat zealous neighbor killer swirl darkly comic southern gumbo
